City,Season,Trip_Days,Flight_Type,Distance_km,Hotel_Class,Daily_Hotel_Cost,Daily_Food_Cost,Transport_Mode,Daily_Transport_Cost,Activities_Count,Shopping_Cost,Total_Trip_Cost,Cost_Category
Goa,Off-Season,11,Economy,5722.9,Premium,1978.82,314.41,Private Car,821.76,11,3667.28,61782.81,Mid-range
Kuala Lumpur,Peak,11,Premium Economy,2998.9,Budget,2030.74,1454.9,Public,1134.09,11,7526.41,92261.17,Luxury
Istanbul,Monsoon,20,Premium Economy,3150.0,Premium,4854.82,326.43,Private Car,377.43,3,19696.12,123560.57,Luxury
London,Peak,8,Economy,5332.7,Premium,3098.45,1629.62,Public,289.58,11,2254.56,197320.11,Luxury
Bangkok,Winter,4,Economy,3494.0,Premium,6529.14,269.12,Private Car,696.31,2,22302.75,85798.16,Mid-range
Kuala Lumpur,Winter,10,Economy,11786.4,Premium,2098.22,1239.87,Taxi,733.03,3,23421.56,114464.52,Luxury
Istanbul,Peak,13,Premium Economy,4115.9,Luxury,5136.5,1176.34,Rideshare,897.88,4,19143.67,267077.04,Luxury
London,Monsoon,5,First,7338.7,Luxury,7605.36,655.7,Private Car,1121.12,7,21319.51,665010.93,Luxury
Kuala Lumpur,Off-Season,16,Economy,5247.3,Budget,960.62,309.2,Public,1001.03,4,2637.76,29075.74,Budget
Istanbul,Holiday,15,Business,7028.2,Luxury,5380.68,754.98,Public,1460.45,2,13584.87,421473.72,Luxury
Dubai,Holiday,1,Business,5272.9,Luxury,3580.36,246.23,Private Car,1193.14,4,2164.04,75313.55,Mid-range
Bangkok,Off-Season,14,Economy,9718.0,Luxury,4373.88,891.36,Taxi,828.8,7,9504.58,185876.11,Luxury
Bangkok,Off-Season,14,Business,8572.6,Budget,1897.55,1590.51,Private Car,134.4,5,15015.8,102262.01,Luxury
London,Holiday,12,Premium Economy,9924.7,Luxury,3359.98,661.17,Taxi,111.71,10,456.98,378283.73,Luxury
Kuala Lumpur,Winter,1,Business,8653.7,Budget,6520.41,309.64,Taxi,228.17,3,5452.87,54499.85,Mid-range
Goa,Holiday,6,First,11282.7,Standard,1607.08,1689.81,Rideshare,1455.64,5,21153.78,206308.3,Luxury
Kuala Lumpur,Monsoon,8,Business,7168.2,Standard,2137.02,637.39,Rideshare,68.45,8,10690.13,52936.04,Mid-range
London,Peak,5,Premium Economy,8744.5,Standard,5957.7,1416.9,Private Car,816.32,3,452.61,186072.08,Luxury
Goa,Holiday,12,Business,5019.2,Budget,6333.09,1239.86,Private Car,246.06,5,5637.2,241879.25,Luxury
Istanbul,Winter,11,Economy,410.6,Standard,6172.31,634.3,Taxi,1295.25,2,9605.36,81377.5,Mid-range
Istanbul,Winter,6,Economy,4864.6,Budget,6546.59,1524.14,Public,355.23,10,4550.84,49914.94,Mid-range
Bangkok,Winter,11,Economy,2937.5,Standard,4938.9,968.21,Public,1429.73,6,2094.7,88922.91,Mid-range
London,Off-Season,1,Economy,6374.0,Budget,1305.86,1395.53,Taxi,60.45,4,16303.39,51690.79,Mid-range
Kuala Lumpur,Winter,20,Premium Economy,9949.2,Standard,7425.91,865.67,Public,955.79,10,22643.24,283402.21,Luxury
Goa,Peak,2,Economy,7795.7,Budget,1052.89,1665.46,Taxi,1387.72,6,8942.95,46287.27,Mid-range
London,Monsoon,12,Business,9504.3,Standard,4861.88,588.37,Rideshare,958.51,4,14374.25,319359.03,Luxury
Dubai,Peak,10,Economy,8014.0,Budget,5361.17,1701.19,Rideshare,458.02,2,20857.13,181266.37,Luxury
Istanbul,Off-Season,15,Economy,5769.8,Standard,6835.56,1089.21,Private Car,480.39,5,13917.93,92135.23,Luxury
Bangkok,Winter,9,Business,7953.3,Budget,3784.23,206.02,Private Car,832.1,1,9002.34,99703.94,Luxury
London,Holiday,15,Economy,4862.4,Luxury,6851.91,532.05,Rideshare,830.77,5,11940.25,596592.73,Luxury
Goa,Holiday,15,First,1646.8,Budget,7435.35,1675.23,Taxi,455.31,11,23307.35,531613.8,Luxury
Istanbul,Holiday,5,Economy,5834.9,Premium,5991.98,1739.8,Taxi,147.71,10,9312.55,104797.87,Luxury
Dubai,Off-Season,3,First,479.0,Luxury,3574.16,1652.57,Private Car,1297.87,0,20341.7,231223.37,Luxury
Dubai,Holiday,14,Economy,9138.6,Standard,3871.4,645.02,Taxi,487.75,9,21610.6,198016.75,Luxury
Istanbul,Holiday,17,Economy,7958.0,Standard,2774.03,1344.55,Private Car,873.17,11,6752.1,109747.75,Luxury
Bangkok,Peak,4,Business,10747.4,Premium,4672.98,424.26,Private Car,717.81,0,5968.76,153226.27,Luxury
Goa,Peak,15,Business,9351.1,Budget,4699.57,608.58,Private Car,593.67,2,2180.3,245342.07,Luxury
Kuala Lumpur,Off-Season,16,Business,7929.4,Standard,6401.5,1972.85,Private Car,1260.82,9,17963.11,242312.22,Luxury
Goa,Winter,20,Premium Economy,3549.5,Standard,6274.65,583.93,Taxi,90.42,5,2623.06,239114.46,Luxury
Dubai,Peak,11,Premium Economy,10432.7,Budget,3338.72,1170.92,Rideshare,1489.03,7,21879.28,228002.49,Luxury
London,Peak,3,Business,5107.0,Standard,6695.14,1344.1,Taxi,525.24,10,7913.78,204066.87,Luxury
Dubai,Winter,12,First,3520.8,Premium,1168.7,647.73,Taxi,175.38,6,558.3,207305.18,Luxury
Kuala Lumpur,Winter,11,Economy,5633.7,Premium,6980.9,1699.36,Rideshare,786.49,2,12379.18,158246.83,Luxury
Kuala Lumpur,Peak,6,Economy,10187.0,Budget,2347.75,1311.88,Taxi,331.98,3,21712.32,66615.38,Mid-range
Bangkok,Off-Season,16,Business,1681.6,Budget,4057.47,1392.95,Taxi,340.82,2,24141.78,153365.14,Luxury
Istanbul,Monsoon,11,Premium Economy,4044.5,Standard,7627.54,1233.87,Taxi,1006.66,4,20295.25,91857.67,Luxury
Bangkok,Off-Season,14,First,4514.9,Premium,5798.93,259.63,Private Car,590.73,4,17170.4,360735.6,Luxury
Istanbul,Peak,18,Economy,4365.0,Premium,2879.82,1976.7,Private Car,800.99,9,486.14,154852.41,Luxury
Bangkok,Winter,20,Premium Economy,4737.3,Luxury,2471.68,367.07,Rideshare,1102.04,1,24483.19,277008.5,Luxury
Goa,Winter,6,Economy,5633.9,Standard,7881.63,820.9,Rideshare,359.91,5,15058.88,99272.88,Luxury
London,Monsoon,16,First,10949.9,Luxury,6583.98,1233.51,Rideshare,265.22,4,6716.67,800000.0,Luxury
Kuala Lumpur,Holiday,4,Premium Economy,439.5,Luxury,4104.31,391.25,Private Car,1157.23,1,10504.7,88099.37,Mid-range
Istanbul,Holiday,16,First,4881.9,Standard,6302.9,836.54,Taxi,138.06,9,20885.31,341041.68,Luxury
London,Off-Season,20,Business,306.9,Standard,6419.19,279.38,Private Car,281.7,3,12604.57,422070.07,Luxury
Bangkok,Peak,19,Premium Economy,873.0,Budget,948.25,1898.59,Rideshare,890.46,9,22130.27,129257.37,Luxury
London,Peak,9,Business,10882.6,Budget,928.26,359.35,Public,337.49,1,16159.81,132890.33,Luxury
Istanbul,Off-Season,5,Premium Economy,4562.2,Luxury,2131.96,288.98,Taxi,661.33,0,7556.52,49140.44,Mid-range
Kuala Lumpur,Holiday,6,First,9181.9,Premium,3718.96,314.41,Rideshare,50.9,10,8415.09,297947.2,Luxury
Bangkok,Holiday,17,Business,2377.1,Budget,7539.17,997.53,Rideshare,1423.18,4,10353.98,322831.12,Luxury
Istanbul,Winter,2,Business,10827.0,Budget,1490.18,1930.18,Rideshare,351.68,8,21018.5,85750.29,Mid-range
London,Peak,3,First,7273.8,Budget,5331.41,1829.47,Private Car,896.49,10,23572.5,392841.77,Luxury
Dubai,Holiday,14,Economy,6689.5,Luxury,4167.22,1552.19,Private Car,1348.5,2,22730.44,416190.52,Luxury
Istanbul,Holiday,11,First,11910.6,Luxury,2600.48,1073.62,Rideshare,456.54,2,18190.69,432901.52,Luxury
London,Winter,14,Economy,6060.4,Luxury,4838.57,244.28,Public,1336.68,8,6414.32,417689.71,Luxury
Bangkok,Holiday,5,Premium Economy,2482.8,Luxury,2316.47,1030.64,Private Car,1221.81,5,12519.15,126132.81,Luxury
Dubai,Monsoon,5,Business,3417.8,Budget,4991.79,718.13,Taxi,1186.23,7,15989.26,122148.68,Luxury
Bangkok,Off-Season,3,Economy,7243.6,Premium,6140.02,1323.81,Public,468.39,11,8306.5,64454.47,Mid-range
Bangkok,Off-Season,15,Premium Economy,4952.7,Premium,1321.06,1358.9,Rideshare,938.6,5,23211.28,116664.03,Luxury
London,Winter,19,Premium Economy,5982.8,Standard,4467.19,782.86,Taxi,742.47,6,21036.27,361104.12,Luxury
Goa,Off-Season,11,Business,2799.1,Budget,4859.84,1460.69,Private Car,1365.63,6,16571.02,152212.14,Luxury
London,Holiday,20,Business,5492.9,Luxury,4514.32,1695.83,Private Car,324.83,5,21239.15,800000.0,Luxury
Kuala Lumpur,Winter,18,Business,7317.0,Premium,2332.22,1784.45,Rideshare,399.81,7,18471.12,250307.52,Luxury
Bangkok,Peak,16,First,6035.5,Standard,5026.28,1636.07,Rideshare,418.84,11,19497.09,527237.12,Luxury
London,Holiday,18,First,9978.8,Luxury,2842.99,1190.67,Private Car,869.24,11,15139.09,800000.0,Luxury
Bangkok,Monsoon,14,Economy,1088.8,Luxury,7295.36,1017.01,Rideshare,83.71,3,22531.25,190305.26,Luxury
Istanbul,Monsoon,7,Business,11515.7,Luxury,3955.64,1888.14,Rideshare,248.49,1,11684.42,124735.36,Luxury
Bangkok,Monsoon,4,Business,8497.9,Luxury,2938.63,228.17,Rideshare,722.73,11,1879.28,146530.71,Luxury
London,Holiday,12,Business,11392.5,Luxury,3072.05,924.47,Taxi,125.16,6,7839.48,657066.94,Luxury
Kuala Lumpur,Peak,1,First,3475.2,Luxury,6368.68,564.55,Rideshare,465.37,3,14203.84,151757.14,Luxury
London,Monsoon,9,Business,537.9,Budget,4807.0,1617.5,Rideshare,1460.18,2,9969.86,175100.14,Luxury
Kuala Lumpur,Peak,1,First,8444.8,Budget,5188.13,267.19,Public,228.31,6,7025.48,54440.01,Mid-range
Goa,Off-Season,7,Economy,8102.3,Premium,6614.95,381.65,Public,534.37,11,19381.38,125109.76,Luxury
Dubai,Peak,3,Economy,4725.0,Premium,1874.55,1295.81,Taxi,1362.16,7,18435.58,134511.33,Luxury
Istanbul,Monsoon,10,Economy,5389.9,Premium,2355.19,1222.4,Private Car,1432.6,7,20095.95,66557.46,Mid-range
Dubai,Off-Season,15,Premium Economy,4867.7,Premium,1360.67,1375.0,Public,152.25,1,53.15,109330.49,Luxury
Bangkok,Off-Season,15,Economy,9962.8,Premium,1218.38,1591.94,Rideshare,1290.62,9,23825.4,138118.59,Luxury
London,Holiday,13,Premium Economy,11731.7,Luxury,6997.77,1455.96,Taxi,373.59,7,21525.19,800000.0,Luxury
Istanbul,Winter,15,Economy,11391.5,Premium,5154.93,1725.6,Rideshare,378.17,0,14367.13,153687.68,Luxury
Istanbul,Off-Season,11,Premium Economy,11181.5,Budget,5883.42,865.48,Private Car,380.73,5,19780.08,67855.98,Mid-range
Kuala Lumpur,Peak,18,Premium Economy,940.3,Budget,3296.15,300.16,Private Car,751.03,7,7661.67,103722.64,Luxury
Dubai,Holiday,19,Business,10607.3,Budget,5345.69,596.72,Public,1463.14,5,12152.52,434940.09,Luxury
Goa,Winter,7,Economy,10464.6,Budget,5233.46,1336.54,Taxi,155.05,3,13068.35,73861.1,Mid-range
Goa,Winter,15,First,343.3,Budget,1531.08,431.49,Private Car,442.23,2,15533.61,143258.52,Luxury
Kuala Lumpur,Holiday,18,First,8290.7,Budget,5347.33,1460.57,Taxi,450.29,9,24538.14,400256.24,Luxury
Bangkok,Winter,18,Business,7940.6,Standard,3158.38,586.54,Public,1388.59,7,24978.6,257695.92,Luxury
Kuala Lumpur,Off-Season,18,Premium Economy,3806.1,Luxury,1913.69,939.33,Private Car,385.71,8,15688.9,149210.81,Luxury
Kuala Lumpur,Holiday,11,Premium Economy,4292.8,Premium,1773.41,1025.96,Public,1012.03,4,24.53,101249.95,Luxury
,,1,,9015.1,,,1340.26,Taxi,333.87,5,,61135.42,Mid-range
Kuala Lumpur,Monsoon,20,First,1398.6,Luxury,6256.61,894.01,Rideshare,591.5,5,7856.48,521424.95,Luxury
Goa,Winter,17,First,6405.2,Budget,989.56,1655.05,Rideshare,1438.14,10,15859.4,242548.47,Luxury
Goa,Peak,5,Economy,10780.6,Luxury,5081.51,1837.22,Rideshare,1003.97,5,6440.3,203177.94,Luxury
Dubai,Winter,3,First,10284.2,Luxury,3105.13,653.26,Public,1248.05,2,7957.88,262986.31,Luxury
Istanbul,Holiday,2,Business,3810.6,Luxury,5307.92,285.45,Taxi,1406.03,5,22256.1,166196.21,Luxury
Dubai,Monsoon,11,Economy,8351.9,Premium,2899.51,264.55,Taxi,865.34,0,2647.97,92785.55,Luxury
Dubai,Holiday,1,Business,1002.7,Premium,4638.6,586.99,Rideshare,1023.17,2,19641.41,126502.51,Luxury
Bangkok,Monsoon,19,Business,831.0,Luxury,2800.38,879.22,Taxi,397.63,9,8120.2,235575.89,Luxury
Bangkok,Winter,13,Business,6989.7,Luxury,4380.73,1341.32,Taxi,1053.12,9,5833.73,439887.35,Luxury
Goa,Holiday,15,Business,10096.3,Premium,4606.49,464.88,Public,805.18,6,13021.47,455832.58,Luxury
Dubai,Holiday,5,First,2336.2,Luxury,6921.71,1337.28,Rideshare,598.76,1,8755.91,490325.11,Luxury
Goa,Peak,12,Premium Economy,1396.1,Luxury,7684.64,1383.94,Rideshare,1367.05,2,22452.07,469974.16,Luxury
Goa,Off-Season,19,Economy,5595.9,Luxury,5184.4,1770.24,Private Car,627.81,0,11014.06,261830.3,Luxury
Bangkok,Winter,16,First,4640.4,Luxury,5362.22,212.15,Rideshare,1088.69,10,20536.32,754772.93,Luxury
Dubai,Monsoon,11,First,1681.3,Luxury,4788.76,371.86,Private Car,57.24,8,17405.16,492675.13,Luxury
London,Monsoon,19,First,5405.4,Budget,7972.16,1108.07,Rideshare,1391.75,6,7125.08,648834.61,Luxury
Istanbul,Peak,20,Premium Economy,10471.4,Budget,2175.06,1737.98,Rideshare,1471.76,2,16479.46,155826.35,Luxury
London,Peak,10,First,5798.7,Premium,5674.85,1985.93,Rideshare,195.43,5,23019.47,800000.0,Luxury
Bangkok,Monsoon,1,Economy,5240.1,Premium,4771.26,1726.58,Rideshare,1381.86,7,9086.51,25866.26,Budget
Istanbul,Winter,13,Premium Economy,348.6,Premium,6397.07,1461.6,Rideshare,52.99,0,21890.48,166120.83,Luxury
Istanbul,Holiday,17,First,5138.1,Standard,3263.74,1032.64,Rideshare,867.58,0,4764.75,226135.42,Luxury
Dubai,Winter,13,First,8274.1,Budget,6190.78,506.24,Public,801.75,4,2454.53,396165.4,Luxury
Bangkok,Off-Season,3,First,1200.8,Standard,2730.63,1239.94,Rideshare,1297.05,3,9179.63,75738.35,Mid-range
Kuala Lumpur,Winter,1,First,10895.9,Budget,3548.07,738.92,Private Car,753.75,0,6854.22,63764.45,Mid-range
London,Monsoon,17,Economy,7821.7,Premium,7152.65,1562.24,Taxi,1435.88,3,2025.74,346740.39,Luxury
Goa,Off-Season,12,First,7678.0,Budget,6397.29,1962.43,Public,243.74,2,1716.91,233458.09,Luxury
Dubai,Monsoon,11,Premium Economy,3974.5,Budget,6208.33,1610.56,Taxi,641.35,6,13108.41,144319.51,Luxury
Goa,Monsoon,10,Premium Economy,8111.2,Budget,6637.87,1957.03,Public,367.9,5,5691.97,97526.27,Luxury
Dubai,Off-Season,6,Business,3144.9,Standard,4498.26,994.6,Public,83.19,7,8102.64,137587.52,Luxury
Goa,Holiday,19,Economy,9301.3,Standard,7513.22,1761.62,Taxi,1448.61,1,22553.69,308860.95,Luxury
Kuala Lumpur,Peak,2,Economy,11116.6,Standard,3687.15,253.89,Rideshare,160.74,2,4149.9,13560.8,Budget
Dubai,Off-Season,17,Business,3388.7,Budget,4626.92,553.89,Private Car,798.18,9,23360.58,267194.01,Luxury
London,Winter,19,Business,3661.0,Luxury,18897.39,1435.08,Public,616.67,11,240425.05000000002,739029.24,Luxury
Kuala Lumpur,Peak,9,First,11438.0,Standard,3779.05,1064.09,Private Car,313.45,10,24480.27,274001.02,Luxury
London,Monsoon,2,Business,5055.8,Premium,3168.77,1131.71,Public,589.79,0,996.48,74406.47,Mid-range
Istanbul,Peak,10,Business,5443.0,Luxury,7050.5,1914.18,Private Car,579.65,2,16291.62,357680.44,Luxury
Kuala Lumpur,Peak,1,Premium Economy,7951.2,Luxury,4986.85,1462.63,Public,380.3,8,10124.3,147206.21,Luxury
London,Peak,15,First,11126.9,Premium,4726.88,1151.93,Private Car,383.83,0,6221.87,800000.0,Luxury
London,Winter,16,Business,4649.1,Budget,1772.85,693.24,Taxi,839.44,7,9763.7,210098.61,Luxury
Dubai,Peak,18,First,7576.5,Premium,5168.46,405.51,Taxi,1361.93,3,2248.04,800000.0,Luxury
London,Holiday,3,First,10414.6,Budget,1891.07,492.07,Public,111.66,11,10471.06,219557.86,Luxury
Bangkok,Winter,14,First,1653.9,Luxury,7211.58,863.98,Private Car,895.75,2,9858.31,719860.08,Luxury
Goa,Off-Season,10,Premium Economy,5501.3,Premium,5989.41,1056.17,Taxi,529.23,5,2152.73,151566.65,Luxury
London,Holiday,14,Premium Economy,10434.4,Budget,7612.74,922.03,Public,791.59,6,16723.05,383006.16,Luxury
Bangkok,Holiday,11,Premium Economy,8863.7,Luxury,2463.11,1919.92,Public,596.46,7,13859.64,275413.3,Luxury
Kuala Lumpur,Winter,17,Economy,8498.8,Standard,3980.11,586.79,Taxi,1225.51,7,3401.55,123939.44,Luxury
Bangkok,Off-Season,6,First,9528.6,Standard,4207.06,539.94,Taxi,984.17,1,18297.92,167316.18,Luxury
Bangkok,Holiday,10,First,7657.2,Premium,3596.41,1908.14,Private Car,259.81,8,13521.44,368496.15,Luxury
Istanbul,Monsoon,19,Business,11616.1,Standard,7209.41,1428.15,Taxi,697.97,2,11620.07,207626.06,Luxury
Istanbul,Peak,17,Premium Economy,6260.4,Standard,6895.63,287.56,Rideshare,933.26,7,10129.48,189227.09,Luxury
Goa,Monsoon,9,Premium Economy,7678.0,Standard,5275.75,955.05,Private Car,909.29,3,22155.82,112767.07,Luxury
London,Peak,16,First,10294.3,Budget,5260.42,1200.39,Rideshare,808.31,0,24386.3,800000.0,Luxury
Goa,Off-Season,13,Economy,9555.6,Standard,1684.61,1921.98,Rideshare,456.79,0,18056.82,88298.17,Mid-range
Dubai,Monsoon,9,Business,1977.0,Budget,4569.79,1516.87,Rideshare,118.07,5,16063.82,145550.51,Luxury
Dubai,Holiday,17,Premium Economy,4250.9,Budget,1972.83,1019.12,Taxi,984.26,3,7981.65,155494.31,Luxury
Dubai,Monsoon,8,Business,9143.8,Luxury,5335.63,1156.56,Private Car,700.48,3,11595.75,359054.41,Luxury
,,18,,4318.4,,,369.11,Taxi,261.57,10,,175987.86,Luxury
Goa,Off-Season,20,Premium Economy,9183.4,Standard,5365.95,1797.02,Rideshare,921.73,2,12282.29,228585.03,Luxury
Goa,Peak,6,Business,3480.9,Standard,6079.56,969.66,Private Car,1069.25,9,20662.39,223761.73,Luxury
Istanbul,Monsoon,18,First,1183.6,Luxury,7529.58,888.52,Rideshare,474.05,10,14893.64,512265.44,Luxury
Dubai,Peak,20,Business,7877.8,Standard,4903.9,334.53,Private Car,1169.19,3,13310.31,524892.97,Luxury
Bangkok,Holiday,1,Business,7710.4,Standard,5403.82,1850.41,Private Car,388.79,7,13435.0,91017.57,Luxury
Istanbul,Holiday,7,Business,11118.4,Premium,977.02,1354.11,Rideshare,125.52,2,20898.34,163776.09,Luxury
London,Off-Season,15,Economy,5308.6,Standard,3175.66,687.98,Private Car,328.02,11,10666.39,167289.12,Luxury
Goa,Monsoon,17,Premium Economy,8508.7,Luxury,5624.11,1588.46,Private Car,695.1,2,10188.35,283780.96,Luxury
,,2,,9566.2,,,1759.04,Private Car,776.1,2,,225132.52,Luxury
Kuala Lumpur,Monsoon,1,Business,2267.2,Budget,4534.97,741.25,Private Car,1239.64,4,8019.36,20729.42,Budget
Bangkok,Holiday,11,First,8772.4,Luxury,87996.12,870.12,Rideshare,1413.38,1,75092.42,653869.04,Luxury
London,Monsoon,15,Economy,8571.1,Premium,6311.88,534.94,Public,438.66,11,19998.26,317096.19,Luxury
Dubai,Off-Season,14,First,8178.1,Luxury,3731.46,1140.41,Public,85.33,8,4761.06,555738.09,Luxury
Goa,Holiday,15,Economy,4896.6,Standard,4680.12,716.36,Private Car,1411.64,4,3947.38,166891.17,Luxury
Bangkok,Off-Season,2,Premium Economy,4720.1,Standard,1028.9,1215.81,Private Car,1377.29,10,1646.25,41664.68,Mid-range
Istanbul,Peak,10,Business,10991.4,Standard,7783.33,1365.2,Rideshare,1378.65,10,16572.94,244457.84,Luxury
Dubai,Winter,9,First,9944.4,Budget,5431.87,1417.55,Public,1498.85,0,5477.12,326637.12,Luxury
Bangkok,Monsoon,8,Economy,8946.1,Premium,6248.54,874.03,Taxi,741.58,7,22148.84,108688.94,Luxury
Dubai,Peak,10,Premium Economy,10618.6,Standard,2288.11,657.98,Public,1124.97,1,23264.94,192602.19,Luxury
Istanbul,Holiday,17,Business,5794.3,Premium,7036.75,368.55,Rideshare,700.76,2,3670.04,339285.15,Luxury
Bangkok,Winter,10,Economy,4928.1,Luxury,2717.07,1753.25,Taxi,391.31,6,3595.19,108161.59,Luxury
Istanbul,Off-Season,8,First,3016.5,Premium,5440.41,1286.17,Rideshare,1010.12,11,16856.9,210116.62,Luxury
Dubai,Winter,1,First,2611.4,Luxury,6280.17,1581.68,Taxi,412.08,7,11744.02,189908.98,Luxury
Kuala Lumpur,Peak,7,Economy,5969.8,Budget,3091.34,417.55,Public,1121.42,0,22436.72,57978.09,Mid-range
Bangkok,Winter,19,Business,2293.4,Luxury,3440.19,343.11,Private Car,1009.18,3,2407.12,367009.02,Luxury
Goa,Peak,5,First,8109.5,Standard,6945.36,287.86,Public,159.76,7,24994.77,331687.68,Luxury
Bangkok,Holiday,11,Business,11035.0,Premium,7259.31,1501.8,Rideshare,1497.41,3,10830.16,374510.98,Luxury
Dubai,Holiday,16,Economy,4704.5,Budget,5313.49,1935.7,Private Car,1117.62,11,24287.46,257238.66,Luxury
Goa,Winter,8,First,3541.4,Standard,3305.7,599.62,Public,922.55,0,24243.46,221189.37,Luxury
Kuala Lumpur,Monsoon,19,Economy,4109.1,Budget,2789.05,972.74,Private Car,1304.52,9,2807.93,49023.32,Mid-range
Kuala Lumpur,Winter,18,First,232.1,Budget,1822.03,1695.94,Taxi,1262.44,2,11328.75,197600.43,Luxury
London,Monsoon,13,Business,4483.5,Budget,2769.38,1183.2,Taxi,1180.81,1,4961.05,168401.37,Luxury
London,Winter,1,Business,3947.5,Premium,4218.81,1353.52,Taxi,960.87,10,21121.62,217498.45,Luxury
Kuala Lumpur,Off-Season,2,Business,1891.6,Premium,3394.34,1953.21,Taxi,796.58,10,16419.6,62705.22,Mid-range
London,Peak,16,Economy,11781.1,Premium,2299.03,803.1,Rideshare,414.56,10,15896.69,292041.04,Luxury
Goa,Peak,6,Premium Economy,5372.6,Standard,4649.61,1012.79,Rideshare,1345.38,5,21766.45,136600.65,Luxury
Goa,Off-Season,18,Business,11417.1,Standard,4098.82,1078.22,Private Car,434.07,9,2030.79,220641.17,Luxury
Istanbul,Winter,7,First,5648.3,Budget,6121.69,1952.97,Public,416.4,5,20748.39,160205.68,Luxury
London,Peak,5,Economy,6822.9,Budget,3068.23,969.19,Rideshare,707.31,8,22392.68,144836.45,Luxury
Kuala Lumpur,Off-Season,6,Premium Economy,1231.6,Budget,3798.89,1667.61,Private Car,763.14,2,15357.22,41378.97,Mid-range
London,Winter,15,Premium Economy,5065.3,Premium,1194.97,1120.53,Taxi,1393.38,3,6540.2,257950.43,Luxury
Dubai,Peak,19,Premium Economy,9339.7,Luxury,1197.71,1068.7,Taxi,987.26,9,3948.6,374245.56,Luxury
London,Holiday,16,First,4723.9,Standard,6014.0,573.98,Public,1300.06,3,19289.72,800000.0,Luxury
Dubai,Winter,18,Premium Economy,5190.2,Premium,979.73,1138.52,Rideshare,1115.68,5,17800.06,246492.02,Luxury
Istanbul,Holiday,13,Economy,6296.1,Premium,2115.57,730.7,Private Car,724.97,7,3965.84,72785.03,Mid-range
London,Peak,6,Business,9315.8,Standard,1211.08,630.72,Rideshare,587.89,9,1023.17,229993.48,Luxury
,,17,,8010.5,,,206.83,Public,293.5,7,,237251.12,Luxury
Dubai,Peak,4,Economy,11908.1,Luxury,5692.38,1350.38,Taxi,1028.57,8,11584.17,185932.39,Luxury
Goa,Peak,19,Business,981.1,Premium,5830.22,1236.59,Private Car,1224.66,8,2941.99,533546.97,Luxury
Dubai,Winter,18,First,610.3,Standard,3988.79,915.82,Private Car,135.78,8,15394.59,458376.08,Luxury
Goa,Monsoon,12,First,1021.0,Budget,6706.42,823.6,Private Car,886.53,2,17181.58,214224.33,Luxury
Goa,Winter,20,Economy,7343.1,Luxury,1801.06,718.54,Rideshare,1034.98,5,1600.07,235390.3,Luxury
London,Off-Season,12,Economy,264.0,Premium,3638.72,1080.71,Private Car,1232.67,0,24727.34,193688.2,Luxury
Kuala Lumpur,Peak,3,Business,3380.8,Standard,7897.28,1253.8,Rideshare,1025.02,1,14115.49,106482.32,Luxury
Istanbul,Winter,1,Economy,8419.4,Luxury,2085.12,1395.89,Public,240.71,5,5443.78,33650.92,Mid-range
Istanbul,Holiday,5,First,4294.0,Standard,4409.22,1889.55,Private Car,1275.25,11,19148.3,173177.17,Luxury
Bangkok,Peak,7,Premium Economy,6193.5,Luxury,5879.9,1002.75,Rideshare,470.02,3,4845.76,185936.96,Luxury
Kuala Lumpur,Off-Season,13,Premium Economy,6744.8,Budget,2752.79,1090.41,Rideshare,1424.84,2,15573.78,81610.94,Mid-range
London,Off-Season,3,First,8512.5,Luxury,7401.96,1311.35,Private Car,799.81,8,4409.67,537033.35,Luxury
Goa,Holiday,6,First,6551.0,Premium,6826.59,771.35,Public,1161.2,4,20535.83,386878.24,Luxury
London,Winter,17,First,9283.9,Budget,4320.43,1171.81,Taxi,812.0,11,539.44,589550.03,Luxury
Kuala Lumpur,Off-Season,8,First,735.5,Standard,2825.24,910.97,Public,490.51,11,16188.53,144735.69,Luxury
Bangkok,Monsoon,3,Premium Economy,411.4,Standard,6168.88,1242.9,Public,551.32,0,19830.69,37737.9,Mid-range
Istanbul,Monsoon,4,First,7045.2,Premium,3776.06,968.46,Rideshare,429.7,1,14415.39,98222.92,Luxury
Goa,Monsoon,19,Business,4288.5,Budget,2778.73,1219.43,Taxi,1284.19,3,12609.93,146972.84,Luxury
